어린이집명,소재지도로명주소,지오코딩용주소,주소변경여부,위도,경도,검색결과주소,매칭점수
아기별어린이집,"경상남도 창원시 성산구 대정로 73 111동 105호(남양동, 성원1차아파트)",경상남도 창원시 성산구 대정로 73,True,35.211865452683,128.700707801013,경상남도 창원시 성산구 남양동 대정로 73,100.0
아이마중어린이집,경상남도 창원시 성산구 가양로34번길 9-5,경상남도 창원시 성산구 가양로34번길 9-5,False,35.205017437788,128.699936414463,경상남도 창원시 성산구 가음동 가양로34번길 9-5,100.0
여우오줌어린이집,"경상남도 창원시 성산구 대암로 56-1 6동 104호(남양동, 롯데아파트)",경상남도 창원시 성산구 대암로 56-1,True,35.214197759151,128.702512508585,경상남도 창원시 성산구 남양동 대암로 56-1,100.0
존조리어린이집,"경상남도 창원시 성산구 대암로 60 6동 103호(남양동, 상남동성아파트)",경상남도 창원시 성산구 대암로 60,True,35.21460034196,128.702946020618,경상남도 창원시 성산구 남양동 대암로 60,100.0
창원코알라어린이집,경상남도 창원시 성산구 원이대로883번길 6 6동 105호,경상남도 창원시 성산구 원이대로883번길 6,True,35.207221207771,128.693997752245,경상남도 창원시 성산구 가음동 원이대로883번길 6,100.0
청솔어린이집,"경상남도 창원시 성산구 대정로 73 102동 101호(남양동, 성원1차아파트)",경상남도 창원시 성산구 대정로 73,True,35.211865452683,128.700707801013,경상남도 창원시 성산구 남양동 대정로 73,100.0
토마토어린이집,"경상남도 창원시 성산구 대정로 99 205동 102호(남양동, 성원2차아파트)",경상남도 창원시 성산구 대정로 99,True,35.211748692771,128.703109300091,경상남도 창원시 성산구 남양동 대정로 99,100.0
팝콘어린이집,"경상남도 창원시 성산구 대암로 64 3동 106호 (남양동,상남동성아파트)",경상남도 창원시 성산구 대암로 64,True,35.214834197059,128.703584470182,경상남도 창원시 성산구 남양동 대암로 64,100.0
LG전자창원어린이집,경상남도 창원시 성산구 성산패총로178번길 6 (가음정동),경상남도 창원시 성산구 성산패총로178번길 6,True,35.208816116307,128.684186986035,경상남도 창원시 성산구 가음정동 성산패총로178번길 6,100.0
창원시립 반송어린이집,경상남도 창원시 성산구 원이대로473번길 19-14 창원시립반송어린이집(14-1번지),경상남도 창원시 성산구 원이대로473번길 19-14,True,35.235829816775,128.669543046816,경상남도 창원시 성산구 반림동 원이대로473번길 19-14,100.0
노블파크어린이집,경상남도 창원시 성산구 반송로 106 노블파크아파트내 복지동,경상남도 창원시 성산구 반송로 106,True,35.237850400264,128.667392669556,경상남도 창원시 성산구 반림동 반송로 106,100.0
에덴어린이집,경상남도 창원시 성산구 외동반림로 245 (반림동),경상남도 창원시 성산구 외동반림로 245,True,35.239214303549,128.679175027031,경상남도 창원시 성산구 반림동 외동반림로 245,100.0
트리비앙 미소어린이집,경상남도 창원시 성산구 원이대로 495 트리비앙아파트 복리동 1층 (반림동),경상남도 창원시 성산구 원이대로 495,True,35.234432721154,128.67287468569,경상남도 창원시 성산구 반림동 원이대로 495,100.0
럭키해뜰어린이집,"경상남도 창원시 성산구 반송로 105 8동 106호(반림동, 럭키반림3차아파트)",경상남도 창원시 성산구 반송로 105,True,35.239044989105,128.66917047122,경상남도 창원시 성산구 반림동 반송로 105,100.0
루리어린이집,"경상남도 창원시 성산구 원이대로 495 215동 101호(반림동, 트리비앙아파트)",경상남도 창원시 성산구 원이대로 495,True,35.234432721154,128.67287468569,경상남도 창원시 성산구 반림동 원이대로 495,100.0
민트어린이집,"경상남도 창원시 성산구 원이대로 449 122동 101호(반림동, 노블파크아파트)",경상남도 창원시 성산구 원이대로 449,True,35.236853959615,128.66753256352,경상남도 창원시 성산구 반림동 원이대로 449,100.0
새새순어린이집,경상남도 창원시 성산구 반지로 74,경상남도 창원시 성산구 반지로 74,False,35.242893037034,128.664884301212,경상남도 창원시 성산구 반지동 반지로 74,100.0
소담어린이집,"경상남도 창원시 성산구 창원천로 292 101동 104호(반지동, 반송대동그린파크2차아파트)",경상남도 창원시 성산구 창원천로 292,True,35.244338831512,128.671696776837,경상남도 창원시 성산구 반지동 창원천로 292,100.0
슬기어린이집,"경상남도 창원시 성산구 반송로 105 16동 101호(반림동, 럭키반림3차아파트)",경상남도 창원시 성산구 반송로 105,True,35.239044989105,128.66917047122,경상남도 창원시 성산구 반림동 반송로 105,100.0
아이뽀어린이집,"경상남도 창원시 성산구 원이대로 449 125동 107호(반림동, 노블파크아파트)",경상남도 창원시 성산구 원이대로 449,True,35.236853959615,128.66753256352,경상남도 창원시 성산구 반림동 원이대로 449,100.0
아이친구어린이집,"경상남도 창원시 성산구 외동반림로 219 101동 104호(반림동, 현대4차아파트)",경상남도 창원시 성산구 외동반림로 219,True,35.238456998597,128.675942462252,경상남도 창원시 성산구 반림동 외동반림로 219,100.0
예랑어린이집,"경상남도 창원시 성산구 원이대로 495 226동 102호(반림동, 트리비앙아파트)",경상남도 창원시 성산구 원이대로 495,True,35.234432721154,128.67287468569,경상남도 창원시 성산구 반림동 원이대로 495,100.0
웃는아이어린이집,"경상남도 창원시 성산구 원이대로 495 206동 101호(반림동, 트리비앙아파트)",경상남도 창원시 성산구 원이대로 495,True,35.234432721154,128.67287468569,경상남도 창원시 성산구 반림동 원이대로 495,100.0
작은별어린이집,경상남도 창원시 성산구 충혼로175번길 11-1,경상남도 창원시 성산구 충혼로175번길 11-1,False,35.24022361042,128.664461266559,경상남도 창원시 성산구 반지동 충혼로175번길 11-1,100.0
좋은어린이집,"경상남도 창원시 성산구 창원천로 288 110동 103호(반지동, 반송대동그린파크2차아파트)",경상남도 창원시 성산구 창원천로 288,True,35.245276347383,128.669757874994,경상남도 창원시 성산구 반지동 창원천로 288,100.0
참빛어린이집,"경상남도 창원시 성산구 반송로 159 204동 101호(반림동, 현대2차아파트)",경상남도 창원시 성산구 반송로 159,True,35.238051691669,128.673859391675,경상남도 창원시 성산구 반림동 반송로 159,100.0
트리키즈어린이집,"경상남도 창원시 성산구 원이대로 495 210동 103호(반림동, 트리비앙아파트)",경상남도 창원시 성산구 원이대로 495,True,35.234432721154,128.67287468569,경상남도 창원시 성산구 반림동 원이대로 495,100.0
푸른초장 어린이집,"경상남도 창원시 성산구 반송로 177 201동 102호(반림동, 현대2차아파트)",경상남도 창원시 성산구 반송로 177,True,35.236903957667,128.674944345222,경상남도 창원시 성산구 반림동 반송로 177,100.0
하나둘셋어린이집,"경상남도 창원시 성산구 원이대로 449 123동 106호(반림동, 노블파크아파트)",경상남도 창원시 성산구 원이대로 449,True,35.236853959615,128.66753256352,경상남도 창원시 성산구 반림동 원이대로 449,100.0
해솔어린이집,경상남도 창원시 성산구 창원천로144번길 14-1,경상남도 창원시 성산구 창원천로144번길 14-1,False,35.241655490939,128.655877191879,경상남도 창원시 성산구 반지동 창원천로144번길 14-1,100.0
햇살가득어린이집,경상남도 창원시 성산구 반송로 105 13동 103호,경상남도 창원시 성산구 반송로 105,True,35.239044989105,128.66917047122,경상남도 창원시 성산구 반림동 반송로 105,100.0
차일드-케어센터 희연병원 직장어린이집,"경상남도 창원시 성산구 원이대로393번길 25 1층 1002호(반지동,희연빌딩)",경상남도 창원시 성산구 원이대로393번길 25,True,35.23996041866,128.662559664185,경상남도 창원시 성산구 반지동 원이대로393번길 25,100.0
창원시립 대방어린이집,경상남도 창원시 성산구 대암로 272 창원시립대방어린이집,경상남도 창원시 성산구 대암로 272,True,35.204136374036,128.70985396612,경상남도 창원시 성산구 대방동 대암로 272,100.0
창원시립 성산반도유보라어린이집,"경상남도 창원시 성산구 비음로 191 관리동(사파정동,성산반도유보라 아이비파크)",경상남도 창원시 성산구 비음로 191,True,35.218123088227,128.709659505966,경상남도 창원시 성산구 사파정동 비음로 191,100.0
상록어린이집,경상남도 창원시 성산구 동산로206번길 18 (사파동),경상남도 창원시 성산구 동산로206번길 18,True,35.223987989698,128.698114021075,경상남도 창원시 성산구 사파동 동산로206번길 18,100.0
그린숲어린이집,"경상남도 창원시 성산구 창이대로881번길 8 203동 1층(대방동, 대동디지털황토방1차아파트)",경상남도 창원시 성산구 창이대로881번길 8,True,35.207092000734,128.709918255317,경상남도 창원시 성산구 대방동 창이대로881번길 8,100.0
대동몬테소리어린이집,경상남도 창원시 성산구 대정로 142 대동 A  사회복지동 1층 대동 몬테소리 어린이집,경상남도 창원시 성산구 대정로 142,True,35.212143480411,128.709346190425,경상남도 창원시 성산구 대방동 대정로 142,100.0
대방신비어린이집,경상남도 창원시 성산구 대암로 82 성원3차아파트 관리동,경상남도 창원시 성산구 대암로 82,True,35.215087162897,128.707104869516,경상남도 창원시 성산구 대방동 대암로 82,100.0
덕산이든어린이집,경상남도 창원시 성산구 대정로 131 대방동 덕산1차아파트 복리관 2층,경상남도 창원시 성산구 대정로 131,True,35.212803848653,128.706803875373,경상남도 창원시 성산구 대방동 대정로 131,100.0
동성피노키오어린이집,경상남도 창원시 성산구 창이대로 737 동성아파트 복리관 1층 동성피노키오 어린이집,경상남도 창원시 성산구 창이대로 737,True,35.219897956224,128.703887978896,경상남도 창원시 성산구 사파동 창이대로 737,100.0
아이꿈어린이집,경상남도 창원시 성산구 대암로 282 대방동 동성아파트 복리동,경상남도 창원시 성산구 대암로 282,True,35.204089561107,128.706949301393,경상남도 창원시 성산구 대방동 대암로 282,100.0
킨더하임어린이집,경상남도 창원시 성산구 대암로 256 대방그린빌 복리동 1층,경상남도 창원시 성산구 대암로 256,True,35.205093671198,128.711339826096,경상남도 창원시 성산구 대방동 대암로 256,100.0
하늘날다어린이집,경상남도 창원시 성산구 대정로 149 개나리1차아파트 관리동,경상남도 창원시 성산구 대정로 149,True,35.21310622581,128.708340445863,경상남도 창원시 성산구 대방동 대정로 149,100.0
행복어린이집,경상남도 창원시 성산구 창이대로881번길 17 103동복리동 대방 대동황토방1차아파트,경상남도 창원시 성산구 창이대로881번길 17,True,35.207427779775,128.708700783881,경상남도 창원시 성산구 대방동 창이대로881번길 17,100.0
동성나라어린이집,"경상남도 창원시 성산구 창이대로 733 109동 101호(사파동, 사파동성아파트)",경상남도 창원시 성산구 창이대로 733,True,35.219476681771,128.702188464209,경상남도 창원시 성산구 사파동 창이대로 733,100.0
디딤돌어린이집,"경상남도 창원시 성산구 대암로 80 303동 103호(대방동, 성원남산3차아파트)",경상남도 창원시 성산구 대암로 80,True,35.214999949194,128.705299826667,경상남도 창원시 성산구 대방동 대암로 80,100.0
라라어린이집,"경상남도 창원시 성산구 동산로 148 8동 106호(사파동, 동양무궁화임대아파트)",경상남도 창원시 성산구 동산로 148,True,35.220439888174,128.693980569343,경상남도 창원시 성산구 사파동 동산로 148,100.0
시온어린이집,"경상남도 창원시 성산구 대정로 131 106동 101호(대방동, 대방덕산타운1차아파트)",경상남도 창원시 성산구 대정로 131,True,35.212803848653,128.706803875373,경상남도 창원시 성산구 대방동 대정로 131,100.0
코코몽어린이집,"경상남도 창원시 성산구 창이대로 737 110동 101호(사파동, 사파동성아파트)",경상남도 창원시 성산구 창이대로 737,True,35.219897956224,128.703887978896,경상남도 창원시 성산구 사파동 창이대로 737,100.0
텔레토비어린이집,"경상남도 창원시 성산구 창이대로 733 112동 102호(사파동, 사파동성아파트)",경상남도 창원시 성산구 창이대로 733,True,35.219476681771,128.702188464209,경상남도 창원시 성산구 사파동 창이대로 733,100.0
황금똥 어린이집,"경상남도 창원시 성산구 대정로 142 108동 108호(대방동, 대방대동아파트)",경상남도 창원시 성산구 대정로 142,True,35.212143480411,128.709346190425,경상남도 창원시 성산구 대방동 대정로 142,100.0
경남경찰청어린이집,경상남도 창원시 성산구 비음로55번길 18-21,경상남도 창원시 성산구 비음로55번길 18-21,False,35.228472684182,128.702520232946,경상남도 창원시 성산구 사파동 비음로55번길 18,99.05
창원법원어린이집,경상남도 창원시 성산구 창이대로 681 창원법원어린이집,경상남도 창원시 성산구 창이대로 681,True,35.224199968029,128.70089245434,경상남도 창원시 성산구 사파동 창이대로 681,100.0
창원시립 상남어린이집,경상남도 창원시 성산구 마디미로73번길 14,경상남도 창원시 성산구 마디미로73번길 14,False,35.218704834217,128.682683607881,경상남도 창원시 성산구 상남동 마디미로73번길 14,100.0
꿈이룸어린이집,경상남도 창원시 성산구 원이대로 774 성원아파트 3단지관리동 1층,경상남도 창원시 성산구 원이대로 774,True,35.216025014043,128.693044310758,경상남도 창원시 성산구 상남동 원이대로 774,100.0
보아라어린이집,"경상남도 창원시 성산구 원이대로 774 (상남동, 성원아파트2단지 관리동 1층)",경상남도 창원시 성산구 원이대로 774,True,35.216025014043,128.693044310758,경상남도 창원시 성산구 상남동 원이대로 774,100.0
세아어린이집,경상남도 창원시 성산구 원이대로 774 성원아파트 5단지 복지동,경상남도 창원시 성산구 원이대로 774,True,35.216025014043,128.693044310758,경상남도 창원시 성산구 상남동 원이대로 774,100.0
호크마어린이집,경상남도 창원시 성산구 동산로 115 대동아파트 116동 탁아상가 C호,경상남도 창원시 성산구 동산로 115,True,35.218470308566,128.686641710199,경상남도 창원시 성산구 상남동 동산로 115,100.0
대동색동어린이집,"경상남도 창원시 성산구 동산로 115 105동 104호(상남동, 대동1차아파트)",경상남도 창원시 성산구 동산로 115,True,35.218470308566,128.686641710199,경상남도 창원시 성산구 상남동 동산로 115,100.0
대동피노키오어린이집,"경상남도 창원시 성산구 동산로 115 110동 102호(상남동, 대동1차아파트)",경상남도 창원시 성산구 동산로 115,True,35.218470308566,128.686641710199,경상남도 창원시 성산구 상남동 동산로 115,100.0
목화어린이집,"경상남도 창원시 성산구 동산로 115 111동 1층(상남동, 대동1차아파트)",경상남도 창원시 성산구 동산로 115,True,35.218470308566,128.686641710199,경상남도 창원시 성산구 상남동 동산로 115,100.0
봄봄어린이집,"경상남도 창원시 성산구 원이대로 774 108동 101호(상남동, 성원3차아파트)",경상남도 창원시 성산구 원이대로 774,True,35.216025014043,128.693044310758,경상남도 창원시 성산구 상남동 원이대로 774,100.0
새하늘어린이집,"경상남도 창원시 성산구 동산로 115 104동 102호(상남동, 대동1차아파트)",경상남도 창원시 성산구 동산로 115,True,35.218470308566,128.686641710199,경상남도 창원시 성산구 상남동 동산로 115,100.0
성원동화나라어린이집,"경상남도 창원시 성산구 원이대로 774 307동 104호(상남동, 성원3차아파트)",경상남도 창원시 성산구 원이대로 774,True,35.216025014043,128.693044310758,경상남도 창원시 성산구 상남동 원이대로 774,100.0
성원포동이어린이집,"경상남도 창원시 성산구 원이대로 774 105동 102호(상남동, 성원아파트)",경상남도 창원시 성산구 원이대로 774,True,35.216025014043,128.693044310758,경상남도 창원시 성산구 상남동 원이대로 774,100.0
애기똥풀어린이집,"경상남도 창원시 성산구 원이대로 774 303동 105호(상남동, 성원3차아파트)",경상남도 창원시 성산구 원이대로 774,True,35.216025014043,128.693044310758,경상남도 창원시 성산구 상남동 원이대로 774,100.0
크는나무어린이집,경상남도 창원시 성산구 동산로 115 113동 106호(대동1차아파트),경상남도 창원시 성산구 동산로 115,True,35.218470308566,128.686641710199,경상남도 창원시 성산구 상남동 동산로 115,100.0
한마음꿈나무어린이집,경상남도 창원시 성산구 동산로 115 대동아동아파트 112동 105호,경상남도 창원시 성산구 동산로 115,True,35.218470308566,128.686641710199,경상남도 창원시 성산구 상남동 동산로 115,100.0
창원시립 남산어린이집,경상남도 창원시 성산구 삼정자로 110,경상남도 창원시 성산구 삼정자로 110,False,35.196821780501,128.716378271913,경상남도 창원시 성산구 성주동 삼정자로 110,100.0
성주어린이집,경상남도 창원시 성산구 안민안길11번길 13 성주어린이집 (안민동),경상남도 창원시 성산구 안민안길11번길 13,True,35.186744469771,128.690003104829,경상남도 창원시 성산구 안민동 안민안길11번길 13,100.0
한사랑어린이집,경상남도 창원시 성산구 안민안길24번길 8 (안민동),경상남도 창원시 성산구 안민안길24번길 8,True,35.186369086237,128.692243503729,경상남도 창원시 성산구 안민동 안민안길24번길 8,100.0
꽃담어린이집,경상남도 창원시 성산구 대암로 253 프리빌리지 아파트 복리동,경상남도 창원시 성산구 대암로 253,True,35.202656800487,128.711204542178,경상남도 창원시 성산구 성주동 대암로 253,100.0
대동청솔어린이집,"경상남도 창원시 성산구 안민로101번길 29 107동(안민동, 안민청솔마을대동아파트)",경상남도 창원시 성산구 안민로101번길 29,True,35.187972292857,128.68969833883,경상남도 창원시 성산구 안민동 안민로101번길 29,100.0
대동한솔어린이집,경상남도 창원시 성산구 안민로 161 한솔마을대동아파트,경상남도 창원시 성산구 안민로 161,True,35.185308733576,128.691701781327,경상남도 창원시 성산구 안민동 안민로 161,100.0
사랑가득 안민어린이집,경상남도 창원시 성산구 안민안길 34 (안민동),경상남도 창원시 성산구 안민안길 34,True,35.187236780854,128.692688331331,경상남도 창원시 성산구 안민동 안민안길 34,100.0
삼정그린코아 별숲어린이집,경상남도 창원시 성산구 안민로 110 107동 1층,경상남도 창원시 성산구 안민로 110,True,35.18531271498,128.687292481161,경상남도 창원시 성산구 안민동 안민로 110,100.0
아이누리어린이집,경상남도 창원시 성산구 창원대로1209번길 22  성주동 프리빌리지2차아파트 211동복지동,경상남도 창원시 성산구 창원대로1209번길 22,True,35.195212161725,128.717119902706,경상남도 창원시 성산구 성주동 창원대로1209번길 22,100.0
이레어린이집,경상남도 창원시 성산구 삼정자로 79 유니온빌리지 관리동 1층 이레어린이집,경상남도 창원시 성산구 삼정자로 79,True,35.200385137089,128.714044247155,경상남도 창원시 성산구 성주동 삼정자로 79,100.0
푸르지오예은어린이집,경상남도 창원시 성산구 외리로34번길 13 한림푸리지오아파트 복지동 1층 예은어린이집,경상남도 창원시 성산구 외리로34번길 13,True,35.201539367066,128.708580755027,경상남도 창원시 성산구 성주동 외리로34번길 13,100.0
효성꿈송이어린이집,경상남도 창원시 성산구 삼정자로 78 효성해링턴코트아파트 보육시설동,경상남도 창원시 성산구 삼정자로 78,True,35.196740434131,128.715308405792,경상남도 창원시 성산구 성주동 삼정자로 78,100.0
대우예은어린이집,"경상남도 창원시 성산구 정동로 164 203동 109호(남산동, 대우사원2차아파트)",경상남도 창원시 성산구 정동로 164,True,35.204845944049,128.691855253974,경상남도 창원시 성산구 남산동 정동로 164,100.0
동그라미어린이집,"경상남도 창원시 성산구 안민로117번길 3 102동 101호(안민동, 동부산아이존빌)",경상남도 창원시 성산구 안민로117번길 3,True,35.186821080366,128.688741209306,경상남도 창원시 성산구 안민동 안민로117번길 3,100.0
DN솔루션즈 새싹어린이집,경상남도 창원시 성산구 창원대로1144번길 8,경상남도 창원시 성산구 창원대로1144번길 8,False,35.195483232474,128.707600407632,경상남도 창원시 성산구 성주동 창원대로1144번길 8,100.0
KERI꿈터어린이집,경상남도 창원시 성산구 불모산로10번길 10,경상남도 창원시 성산구 불모산로10번길 10,False,35.192608233075,128.718812134946,경상남도 창원시 성산구 성주동 불모산로 10,98.0
한국지엠창원어린이집,경상남도 창원시 성산구 성주로 130,경상남도 창원시 성산구 성주로 130,False,35.196467519364,128.701998362645,경상남도 창원시 성산구 성주동 성주로 130,100.0
한화창원어린이집,경상남도 창원시 성산구 정동로 84,경상남도 창원시 성산구 정동로 84,False,35.199199952828,128.68665687112,경상남도 창원시 성산구 성주동 정동로 84,100.0
현대위아어린이집,경상남도 창원시 성산구 정동로162번길 4,경상남도 창원시 성산구 정동로162번길 4,False,35.204407486694,128.691654423574,경상남도 창원시 성산구 남산동 정동로162번길 4,100.0
창원시립 신월어린이집,경상남도 창원시 성산구 신월로 46 시립신월어린이집,경상남도 창원시 성산구 신월로 46,True,35.227866547754,128.692360682735,경상남도 창원시 성산구 신월동 신월로 46,100.0
창원시립 용지어린이집,경상남도 창원시 성산구 용지로239번길 19-4 창원시립용지어린이집,경상남도 창원시 성산구 용지로239번길 19-4,True,35.236035550589,128.684509018755,경상남도 창원시 성산구 용호동 용지로239번길 19-4,100.0
레이크파크어린이집,"경상남도 창원시 성산구 외동반림로 156 키즈하우스 (용호동,용지더샵레이크파크)",경상남도 창원시 성산구 외동반림로 156,True,35.23256669996,128.674595574231,경상남도 창원시 성산구 용호동 외동반림로 156,100.0
아이파크어린이집,"경상남도 창원시 성산구 원이대로579번길 13 관리동 1층 (용호동,용지아이파크)",경상남도 창원시 성산구 원이대로579번길 13,True,35.229668531208,128.677524462658,경상남도 창원시 성산구 용호동 원이대로579번길 13,100.0
러블리키즈어린이집,"경상남도 창원시 성산구 원이대로 663 211동 108호(신월동, 은아아파트)",경상남도 창원시 성산구 원이대로 663,True,35.224707031262,128.686215993336,경상남도 창원시 성산구 신월동 원이대로 663,100.0
솔밭어린이집,경상남도 창원시 성산구 동산로185번길 23 (신월동),경상남도 창원시 성산구 동산로185번길 23,True,35.225177381758,128.692790925825,경상남도 창원시 성산구 신월동 동산로185번길 23,100.0
예쁜어린이집,경상남도 창원시 성산구 신월로20번길 19 1층(2층 단독주택중),경상남도 창원시 성산구 신월로20번길 19,True,35.228394481925,128.689647795954,경상남도 창원시 성산구 신월동 신월로20번길 19,100.0
튼튼아이어린이집,"경상남도 창원시 성산구 외동반림로 200 8동 110호(용호동, 무학아파트)",경상남도 창원시 성산구 외동반림로 200,True,35.235481087694,128.676707562374,경상남도 창원시 성산구 용호동 외동반림로 200,100.0
햇살닮은어린이집,경상남도 창원시 성산구 신사로21번길 28-14 1층,경상남도 창원시 성산구 신사로21번길 28-14,True,35.22785041259,128.690442735651,경상남도 창원시 성산구 신월동 신사로21번길 28-14,100.0
낙동강유역환경청다솜어린이집,경상남도 창원시 성산구 중앙대로250번길 5,경상남도 창원시 성산구 중앙대로250번길 5,False,35.234270154142,128.690066555836,경상남도 창원시 성산구 신월동 중앙대로250번길 5,100.0
창원시청어린이집,경상남도 창원시 성산구 중앙대로 151 창원시청 창원시청어린이집 (용호동),경상남도 창원시 성산구 중앙대로 151,True,35.228577333143,128.682387894337,경상남도 창원시 성산구 용호동 중앙대로 151,100.0
창원시립 동원꿈꾸는어린이집,"경상남도 창원시 성산구 신촌로 130 105동 103호(신촌동, 창원 신촌동원로얄듀크)",경상남도 창원시 성산구 신촌로 130,True,35.199371010624,128.627947936127,경상남도 창원시 성산구 신촌동 신촌로 130,100.0
창원시립 웅남어린이집,경상남도 창원시 성산구 봉양로 412 창원시립 웅남어린이집,경상남도 창원시 성산구 봉양로 412,True,35.206997536685,128.627586173186,경상남도 창원시 성산구 신촌동 봉양로 412,100.0
새풀잎어린이집,경상남도 창원시 성산구 신촌로134번길 43 새풀잎어린이집 (신촌동),경상남도 창원시 성산구 신촌로134번길 43,True,35.196664158812,128.624304825731,경상남도 창원시 성산구 신촌동 신촌로134번길 43,100.0
은종어린이집,"경상남도 창원시 성산구 신촌로134번길 23 나동 102호(신촌동, 삼성빌라)",경상남도 창원시 성산구 신촌로134번길 23,True,35.197242761588,128.626341544383,경상남도 창원시 성산구 신촌동 신촌로134번길 23,100.0
팀버어린이집,"경상남도 창원시 성산구 신촌로134번길 33 102동 102호(신촌동, 문창 팀버빌리지)",경상남도 창원시 성산구 신촌로134번길 33,True,35.196669062225,128.625799989619,경상남도 창원시 성산구 신촌동 신촌로134번길 33,100.0
볼보바르미어린이집,경상남도 창원시 성산구 신촌로 106,경상남도 창원시 성산구 신촌로 106,False,35.199862651154,128.627904853145,경상남도 창원시 성산구 신촌동 신촌로 106,100.0
창원시립 내동어린이집,경상남도 창원시 성산구 창원대로 716 경상남도 창원시 성산구 창원대로 716번지 (내동 456-2번지),경상남도 창원시 성산구 창원대로 716,True,35.217578013063,128.669520080401,경상남도 창원시 성산구 내동 창원대로 716,100.0
창원시립 대원꿈에그린어린이집,"경상남도 창원시 성산구 창원천로 34 (대원동, 대원꿈에그린)",경상남도 창원시 성산구 창원천로 34,True,35.234837944263,128.649955042009,경상남도 창원시 성산구 대원동 창원천로 34,100.0
창원시립 대원어린이집,경상남도 창원시 성산구 대원로27번길 34 창원시립 대원어린이집,경상남도 창원시 성산구 대원로27번길 34,True,35.232714766279,128.649959735875,경상남도 창원시 성산구 대원동 대원로27번길 34,100.0
창원시립 에일린의뜰1단지어린이집,경상남도 창원시 성산구 대원로 80,경상남도 창원시 성산구 대원로 80,False,35.234462435001,128.652731463617,경상남도 창원시 성산구 대원동 대원로 80,100.0
창원시립 에일린의뜰2단지어린이집,경상남도 창원시 성산구 대원로 60,경상남도 창원시 성산구 대원로 60,False,35.23318905627,128.654810678519,경상남도 창원시 성산구 대원동 대원로 60,100.0
창원중앙어린이집,경상남도 창원시 성산구 외동반림로126번길 56 (중앙동),경상남도 창원시 성산구 외동반림로126번길 56,True,35.22699168661,128.67683689514,경상남도 창원시 성산구 중앙동 외동반림로126번길 56,100.0
킨더바움어린이집,경상남도 창원시 성산구 토월로27번길 18 복리동,경상남도 창원시 성산구 토월로27번길 18,True,35.216576962367,128.679717671443,경상남도 창원시 성산구 상남동 토월로27번길 18,100.0
토리어린이집,경상남도 창원시 성산구 창원대로780번길 32 관리동,경상남도 창원시 성산구 창원대로780번길 32,True,35.213460989862,128.676218226867,경상남도 창원시 성산구 외동 창원대로780번길 32,100.0
꿈누리어린이집,"경상남도 창원시 성산구 창원대로780번길 34 105동 102호(외동, 월드메르디앙이스턴애비뉴)",경상남도 창원시 성산구 창원대로780번길 34,True,35.21273222529,128.67707846159,경상남도 창원시 성산구 외동 창원대로780번길 34,100.0
메르디앙어린이집,경상남도 창원시 성산구 삼동로128번길 24 내동 월드메르디앙아파트 주민복지동 1층,경상남도 창원시 성산구 삼동로128번길 24,True,35.223915989149,128.657576622748,경상남도 창원시 성산구 내동 삼동로128번길 24,100.0
수채화어린이집,경상남도 창원시 성산구 상남로24번길 13 대호타워101호,경상남도 창원시 성산구 상남로24번길 13,True,35.217081846305,128.677886896151,경상남도 창원시 성산구 상남동 상남로24번길 13,100.0
스마일어린이집,경상남도 창원시 성산구 대원로43번길 15 (대원동),경상남도 창원시 성산구 대원로43번길 15,True,35.232658691347,128.652412783658,경상남도 창원시 성산구 대원동 대원로43번길 15,100.0
예슬어린이집,"경상남도 창원시 성산구 삼동로128번길 24 104동 101호(내동, 월드메르디앙웨스턴애비뉴)",경상남도 창원시 성산구 삼동로128번길 24,True,35.223915989149,128.657576622748,경상남도 창원시 성산구 내동 삼동로128번길 24,100.0
참좋은어린이집,"경상남도 창원시 성산구 창원대로780번길 47 101동 110호(외동, 대동아파트)",경상남도 창원시 성산구 창원대로780번길 47,True,35.212186228117,128.679142421428,경상남도 창원시 성산구 외동 창원대로780번길 47,100.0
파크빌어린이집,"경상남도 창원시 성산구 삼동로 121 102동 107호(대원동, 대원파크빌아파트)",경상남도 창원시 성산구 삼동로 121,True,35.225189032604,128.65575758212,경상남도 창원시 성산구 대원동 삼동로 121,100.0
하람어린이집,"경상남도 창원시 성산구 창원대로 548 102동 103호(대원동, 대원1차대동황토방아파트)",경상남도 창원시 성산구 창원대로 548,True,35.226253911493,128.65451622226,경상남도 창원시 성산구 대원동 창원대로 548,100.0
해뜸어린이집,경상남도 창원시 성산구 삼동로 125 대원파크빌아파트 단지내 복지동 1층,경상남도 창원시 성산구 삼동로 125,True,35.225065022346,128.65558885441,경상남도 창원시 성산구 대원동 삼동로 125,100.0
KIMS어린이집,경상남도 창원시 성산구 창원대로 797  (한국재료연구원 KIMS미래관 1~2층),경상남도 창원시 성산구 창원대로 797,True,35.215705244437,128.677692016902,경상남도 창원시 성산구 상남동 창원대로 797,100.0
효성어린이집,경상남도 창원시 성산구 연덕로 171 112동 1층((주)효성창원공장),경상남도 창원시 성산구 연덕로 171,True,35.217708016381,128.660317756543,경상남도 창원시 성산구 내동 연덕로 171,100.0
창원시립 가포금호어울림어린이집,경상남도 창원시 마산합포구 가포본동1길 50 가포금호어울림아파트 복리동,경상남도 창원시 마산합포구 가포본동1길 50,True,35.155811559016,128.578143840925,경상남도 창원시 마산합포구 가포동 가포본동1길 50,100.0
